date,Mean discharge
1/7/2002,222.3000031
2/7/2002,190.1999969
3/7/2002,197.8000031
4/7/2002,206.5
5/7/2002,249
6/7/2002,292.5
7/7/2002,319.5
8/7/2002,368.1000061
9/7/2002,369.5
10/7/2002,361.3999939
11/7/2002,357.1000061
12/7/2002,332.7000122
13/7/2002,309
14/7/2002,330.7000122
15/7/2002,380.8999939
16/7/2002,403.7999878
17/7/2002,382.1000061
18/7/2002,364.6000061
19/7/2002,384.6000061
20/7/2002,571.9000244
21/7/2002,702.2999878
22/7/2002,626.2999878
23/7/2002,493.7000122
24/7/2002,407.3999939
25/7/2002,353.8999939
26/7/2002,317.7999878
27/7/2002,302.6000061
28/7/2002,299.7000122
29/7/2002,293.2000122
30/7/2002,291.2000122
31/7/2002,293.7000122
1/8/2002,319.2000122
2/8/2002,413.7000122
3/8/2002,478.2999878
4/8/2002,474.7000122
5/8/2002,605
6/8/2002,736.9000244
7/8/2002,723.5999756
8/8/2002,761.5999756
9/8/2002,859.9000244
10/8/2002,1078
11/8/2002,1156
12/8/2002,1216
13/8/2002,1256
14/8/2002,1255
15/8/2002,1149
16/8/2002,994.7000122
17/8/2002,859.2999878
18/8/2002,830.0999756
19/8/2002,1021
20/8/2002,971.5999756
21/8/2002,910.0999756
22/8/2002,1094
23/8/2002,1305
24/8/2002,1238
25/8/2002,1120
26/8/2002,1017
27/8/2002,917
28/8/2002,903.0999756
29/8/2002,1200
30/8/2002,1379
31/8/2002,1381
1/9/2002,1274
2/9/2002,1188
3/9/2002,1132
4/9/2002,1170
5/9/2002,1392
6/9/2002,1723
7/9/2002,1951
8/9/2002,2198
9/9/2002,2371
10/9/2002,2366
11/9/2002,2223
12/9/2002,2025
13/9/2002,1839
14/9/2002,1784
15/9/2002,1828
16/9/2002,1748
17/9/2002,1686
18/9/2002,1582
19/9/2002,1479
20/9/2002,1385
21/9/2002,1374
22/9/2002,1385
23/9/2002,1388
24/9/2002,1369
25/9/2002,1348
26/9/2002,1321
27/9/2002,1267
28/9/2002,1198
29/9/2002,1126
