,0
2014-12-20,991242
2014-12-21,991672
2014-12-22,990579
2014-12-23,990255
2014-12-24,990527
2014-12-25,990256
2014-12-26,991390
2014-12-27,990129
2014-12-28,991765
2014-12-29,988791
2014-12-30,989106
2014-12-31,987565
2015-01-01,987758
2015-01-02,991071
2015-01-03,990792
2015-01-04,994314
2015-01-05,993789
2015-01-06,993593
2015-01-07,992053
2015-01-08,991444
2015-01-09,991211
2015-01-10,990985
2015-01-11,992922
2015-01-12,991250
2015-01-13,991135
2015-01-14,990520
2015-01-15,990104
2015-01-16,990513
2015-01-17,991407
2015-01-18,991510
2015-01-19,992062
2015-01-20,993990
2015-01-21,993064
2015-01-22,994101
2015-01-23,992398
2015-01-24,991870
2015-01-25,991343
2015-01-26,991150
2015-01-27,992898
2015-01-28,992461
2015-01-29,993579
2015-01-30,991731
2015-01-31,991991
2015-02-01,992710
2015-02-02,992684
2015-02-03,994428
2015-02-04,993925
2015-02-05,993834
2015-02-06,990588
2015-02-07,990589
2015-02-08,990385
2015-02-09,990551
2015-02-10,994018
2015-02-11,993770
2015-02-12,994542
2015-02-13,994392
2015-02-14,994887
2015-02-15,994548
2015-02-16,993790
2015-02-17,992806
2015-02-18,992466
2015-02-19,993765
2015-02-20,994115
2015-02-21,995799
2015-02-22,994630
2015-02-23,993784
2015-02-24,992142
2015-02-25,992380
2015-02-26,992699
2015-02-27,992643
2015-02-28,994680
2015-03-01,993365
2015-03-02,994497
2015-03-03,992082
2015-03-04,991764
2015-03-05,991137
2015-03-06,990514
2015-03-07,993065
2015-03-08,993348
2015-03-09,994537
2015-03-10,994371
2015-03-11,994398
2015-03-12,993299
2015-03-13,993207
2015-03-14,992299
2015-03-15,992588
2015-03-16,993788
2015-03-17,993987
2015-03-18,994688
2015-03-19,993221
2015-03-20,993619
2015-03-21,993190
2015-03-22,993804
2015-03-23,995065
2015-03-24,994697
2015-03-25,995484
2015-03-26,994980
2015-03-27,994037
2015-03-28,995037
2015-03-29,994500
2015-03-30,994949
2015-03-31,996126
2015-04-06,993184
2015-04-07,993582
2015-04-08,994140
2015-04-09,994423
2015-04-10,994785
2015-04-11,993653
2015-04-12,992932
2015-04-13,992532
2015-04-14,992198
2015-04-15,991144
2015-04-16,992146
2015-04-17,992199
2015-04-18,990676
2015-04-19,993388
2015-04-20,990832
2015-04-21,991504
2015-04-22,993256
2015-04-23,992969
2015-04-24,995121
2015-04-25,994197
2015-04-26,993783
2015-04-27,992774
2015-04-28,991361
2015-04-29,989974
2015-04-30,990233
2015-05-01,990369
2015-05-02,992277
2015-05-03,993566
2015-05-04,993258
2015-05-05,994900
2015-05-06,993359
2015-05-07,992001
2015-05-08,991696
2015-05-09,990581
2015-05-10,992232
2015-05-11,993894
2015-05-12,994137
2015-05-13,994841
2015-05-14,994222
2015-05-15,993858
2015-05-16,994654
2015-05-17,993135
2015-05-18,993102
2015-05-19,993947
2015-05-20,993622
2015-05-21,994003
2015-05-22,992820
2015-05-23,992283
2015-05-24,992080
2015-05-25,992546
2015-05-26,993273
2015-05-27,993282
2015-05-28,993695
2015-05-29,991802
2015-05-30,991843
2015-05-31,991222
2015-06-01,987555
2015-06-02,988095
2015-06-03,988512
