,0
2014-10-14,982929
2014-10-15,981902
2014-10-16,978002
2014-10-17,977109
2014-10-18,975311
2014-10-19,976151
2014-10-20,977721
2014-10-21,980198
2014-10-22,981896
2014-10-23,981391
2014-10-24,983965
2014-10-25,980223
2014-10-26,983072
2014-10-27,982809
2014-10-28,983428
2014-10-29,983913
2014-10-30,978858
2014-10-31,978818
2014-11-01,972866
2014-11-02,974135
2014-11-03,973953
2014-11-04,975589
2014-11-05,977092
2014-11-06,978077
2014-11-07,981346
2014-11-08,979384
2014-11-09,980978
2014-11-10,977995
2014-11-11,977832
2014-11-12,976594
2014-11-13,976562
2014-11-14,976604
2014-11-15,975628
2014-11-16,976744
2014-11-17,976535
2014-11-18,978391
2014-11-19,980161
2014-11-20,983357
2014-11-21,983729
2014-11-22,985144
2014-11-23,985028
2014-11-24,983937
2014-11-25,984840
2014-11-26,982734
2014-11-27,983089
2014-11-28,983461
2014-11-29,983313
2014-11-30,984630
2014-12-01,985341
2014-12-02,984195
2014-12-03,983953
2014-12-04,986207
2014-12-05,983892
2014-12-06,983940
2014-12-07,983886
2014-12-08,982206
2014-12-09,981409
2014-12-10,981786
2014-12-11,981434
2014-12-12,981121
2014-12-13,982031
2014-12-14,980600
2014-12-15,981863
2014-12-16,981125
2014-12-17,982773
2014-12-18,984140
2014-12-19,984002
2014-12-20,987180
2014-12-21,986115
2014-12-22,988071
2014-12-23,987208
2014-12-24,983662
2014-12-25,982252
2014-12-26,980332
2014-12-27,981764
2014-12-28,982918
2014-12-29,985330
2014-12-30,985553
2014-12-31,985223
2015-01-01,983974
2015-01-02,982563
2015-01-03,982359
2015-01-04,983015
2015-01-05,985083
2015-01-06,985614
2015-01-07,987367
2015-01-08,986212
2015-01-09,985346
2015-01-10,983342
2015-01-11,981936
2015-01-12,981899
2015-01-13,981666
2015-01-14,983072
2015-01-15,982004
2015-01-16,982872
2015-01-17,982252
2015-01-18,981993
2015-01-19,982772
2015-01-20,980808
2015-01-21,981529
2015-01-22,981054
2015-01-23,982571
2015-01-24,981875
2015-01-25,981554
2015-01-26,982205
2015-01-27,980041
2015-01-28,984019
2015-01-29,984429
2015-01-30,984999
2015-01-31,984055
2015-02-01,980721
2015-02-02,979419
2015-02-03,979351
2015-02-04,979650
2015-02-05,980364
2015-02-06,980313
2015-02-07,978246
2015-02-08,978443
2015-02-09,976229
2015-02-10,978067
2015-02-11,979386
2015-02-12,979939
2015-02-13,982198
2015-02-14,981359
2015-02-15,981779
2015-02-16,982437
2015-02-17,984789
2015-02-18,983847
2015-02-19,984741
2015-02-20,985626
2015-02-21,984430
2015-02-22,987474
2015-02-23,986407
2015-02-24,984709
2015-02-25,983765
2015-02-26,982543
2015-02-27,983202
2015-02-28,983207
2015-03-01,984344
2015-03-02,982734
2015-03-03,985152
2015-03-04,984841
2015-03-05,984199
2015-03-06,983664
2015-03-07,980570
2015-03-08,979884
2015-03-09,977802
